0,1776,[(0,1988),(0.0014152,1896),(0.0028745,1874),(0.0041503,1873),(10.6966,1862),(10.6975,1839),(10.6984,1825),(10.6993,1812),(10.7002,1794),(10.7011,1780),(33.6386,1776),]
1,1775,[(0,1988),(0.0013746,1896),(0.0028041,1874),(0.0040974,1873),(0.0496588,1819),(14.0774,1801),(14.08,1798),(19.6381,1775),]
2,1711,[(0,1988),(0.0014356,1896),(0.0029043,1874),(0.0042446,1873),(0.398486,1841),(0.399515,1817),(0.400413,1789),(0.401417,1777),(0.40242,1731),(0.403684,1711),]
3,1747,[(0,1988),(0.0013709,1896),(0.0028013,1874),(0.0040679,1873),(0.876844,1852),(0.877751,1820),(9.71634,1794),(9.71727,1776),(9.71821,1774),(9.72103,1772),(9.72216,1769),(9.72312,1753),(9.72407,1747),]
4,1691,[(0,1988),(0.0013724,1896),(0.0027992,1874),(0.0040955,1873),(0.768899,1848),(13.1953,1836),(13.1962,1824),(18.5796,1815),(26.4698,1811),(30.0825,1799),(46.6005,1786),(46.6014,1778),(46.6032,1691),]
5,1763,[(0,1988),(0.0013736,1896),(0.0027971,1874),(0.0041425,1873),(5.33986,1846),(5.34077,1833),(5.34167,1813),(5.34257,1782),(35.9534,1763),]
6,1713,[(0,1988),(0.0013685,1896),(0.0027952,1874),(0.0041032,1873),(1.89973,1857),(25.8083,1837),(25.8092,1831),(25.81,1829),(25.8145,1813),(40.732,1777),(69.0223,1713),]
7,1771,[(0,1988),(0.0013805,1896),(0.0028081,1874),(0.004117,1873),(0.561232,1868),(20.4617,1838),(20.4627,1812),(22.1564,1800),(22.1575,1788),(73.2136,1787),(73.2174,1780),(108.846,1771),]
8,1745,[(0,1988),(0.0014547,1896),(0.0030246,1874),(0.0044468,1873),(1.30131,1863),(3.20365,1854),(3.20454,1836),(15.0676,1826),(24.4386,1820),(24.4395,1816),(24.4445,1803),(33.5681,1797),(33.569,1783),(33.57,1771),(97.8959,1750),(97.8988,1749),(97.8997,1745),]
9,1721,[(0,1988),(0.0013774,1896),(0.0028222,1874),(0.0041814,1873),(7.55784,1800),(26.0887,1785),(26.0896,1761),(28.9072,1759),(28.9081,1747),(28.909,1725),(28.9099,1721),]
