0,1866,[(0,1988),(0.0013394,1981),(0.006478,1959),(0.0084284,1958),(0.0103625,1900),(0.0113306,1866),]
1,1866,[(0,1988),(0.0013411,1981),(0.0061594,1959),(0.0082548,1958),(0.0102617,1900),(0.0112604,1866),]
2,1866,[(0,1988),(0.0013396,1981),(0.0061538,1959),(0.0082679,1958),(0.0102441,1900),(0.0112668,1866),]
3,1866,[(0,1988),(0.0013972,1981),(0.0065782,1959),(0.0085608,1958),(0.0104972,1900),(0.011466,1866),]
4,1866,[(0,1988),(0.0013615,1981),(0.0062724,1959),(0.0082497,1958),(0.0103018,1900),(0.0114,1866),]
5,1866,[(0,1988),(0.0013413,1981),(0.006249,1959),(0.0082171,1958),(0.0101878,1900),(0.0111571,1866),]
6,1866,[(0,1988),(0.0013469,1981),(0.0065817,1959),(0.0085915,1958),(0.0105727,1900),(0.0115631,1866),]
7,1866,[(0,1988),(0.0014242,1981),(0.0066009,1959),(0.0086818,1958),(0.0108269,1900),(0.0118849,1866),]
8,1866,[(0,1988),(0.0013473,1981),(0.0067031,1959),(0.0088062,1958),(0.0108468,1900),(0.0120936,1866),]
9,1866,[(0,1988),(0.0013694,1981),(0.0065143,1959),(0.008719,1958),(0.0107045,1900),(0.0116844,1866),]
