0,42.4,0,42.4,0,42.4
0.009245,42.2,0.0005947,41.5,0.081492,42.2
0.0092683,42.0,0.0010395,40.9,0.0824613,41.9
0.0101297,41.7,0.0012184,40.0,0.0829706,39.7
0.0101839,41.4,0.0013037,38.7,0.0831521,36.9
0.0112429,41.2,0.0014129,36.8,0.0851201,35.5
0.0126338,40.7,0.0026222,36.4,0.0859056,34.0
0.0132404,39.2,0.0040655,36.1,0.0868282,33.9
0.0133047,39.1,0.0072719,35.6,0.0882364,33.7
0.0160875,38.4,0.0102988,34.1,0.0925148,33.6
0.0166656,37.0,0.0112487,33.3,0.0946747,33.3
0.0176045,34.2,0.0131347,32.7,0.0984369,33.0
0.0182146,33.5,0.0143812,32.1,0.0989454,31.5
0.0202983,32.7,0.0162912,31.0,0.102671,30.7
0.0238051,30.2,0.0167328,30.7,0.104819,29.5
0.0290676,29.8,0.0205206,30.6,0.105353,29.4
0.0297101,29.5,0.0215441,30.3,0.107078,29.3
0.0323588,28.8,0.0254862,29.3,0.107715,27.6
0.0420662,28.5,0.0255062,29.0,0.109648,27.2
0.043214,27.0,0.0269536,28.2,0.111438,26.9
0.0477327,26.9,0.0344762,28.2,0.112376,26.2
0.0704734,26.6,0.0358831,27.0,0.12884,26.0
0.0715041,26.1,0.0366236,26.8,0.152733,25.2
0.0720768,22.9,0.0380437,26.6,0.157268,25.1
0.0726764,21.8,0.0396971,25.6,0.159497,24.5
0.103342,20.1,0.0409559,25.3,0.189493,23.1
5,20.1,0.0416986,23.7,0.191761,22.8
,,0.0436442,22.4,0.195047,21.8
,,0.0512747,21.7,0.226475,21.6
,,0.0660539,21.1,0.229078,21.6
,,0.069951,19.6,0.274235,21.3
,,0.0699651,19.4,0.288705,20.7
,,0.0712873,18.4,0.291011,19.6
,,0.0763112,18.3,0.332703,17.8
,,0.937262,17.9,0.384286,17.3
,,0.938115,17.7,0.566658,16.8
,,0.96747,17.4,0.628663,16.7
,,1.67495,16.9,0.653391,16.3
,,240,16.9,1.83827,15.9
,,,,5,15.9
